128,0.021789,20.78
256,0.039941,38.09
512,0.027049,25.80
1024,0.035572,33.93
2048,0.042396,40.43
4096,0.076574,73.03
8192,0.136219,129.92
16384,0.152075,145.04
32768,0.149098,142.20
65536,0.137229,130.88
131072,0.146182,139.42
262144,0.176155,168.01
524288,0.241973,230.78
1,0.001759,1.68
2,0.001764,1.68
4,0.001774,1.69
8,0.001774,1.69
16,0.001805,1.72
32,0.002743,2.62
64,0.015780,15.05
128,0.024590,23.45
256,0.035103,33.48
512,0.019596,18.69
1024,0.038439,36.66
2048,0.049700,47.40
4096,0.060785,57.97
8192,0.088023,83.95
16384,0.136527,130.21
32768,0.144459,137.78
65536,0.139187,132.75
131072,0.142243,135.66
262144,0.153150,146.07
524288,0.152333,145.29
1,0.001586,1.51
2,0.002320,2.21
4,0.001750,1.67
8,0.002104,2.01
16,0.002110,2.01
32,0.002382,2.27
64,0.017385,16.58
128,0.017926,17.10
256,0.013706,13.07
512,0.021243,20.26
1024,0.026956,25.71
2048,0.035920,34.26
4096,0.071471,68.16
8192,0.148088,141.24
16384,0.196297,187.22
32768,0.140172,133.69
65536,0.154198,147.07
131072,0.150220,143.27
262144,0.154382,147.24
524288,0.147954,141.11
1,0.001760,1.68
2,0.001763,1.68
4,0.001768,1.69
8,0.001771,1.69
16,0.001841,1.76
32,0.002174,2.07
64,0.007272,6.94
128,0.009734,9.28
256,0.007372,7.03
512,0.008790,8.38
1024,0.014837,14.15
2048,0.022876,21.82
4096,0.039130,37.32
8192,0.044835,42.76
16384,0.082397,78.59
32768,0.122368,116.71
65536,0.127005,121.13
131072,0.130277,124.25
262144,0.136559,130.24
524288,0.150260,143.31
1,0.001836,1.75
2,0.001760,1.68
4,0.001769,1.69
8,0.001773,1.69
16,0.001783,1.70
32,0.002459,2.35
64,0.011399,10.87
128,0.007888,7.52
256,0.009278,8.85
512,0.012825,12.23
1024,0.017735,16.91
2048,0.032007,30.53
4096,0.039162,37.35
8192,0.053089,50.63
16384,0.082062,78.27
32768,0.106991,102.04
65536,0.119436,113.91
131072,0.125486,119.68
262144,0.134057,127.86
524288,0.142660,136.06
1,0.001900,1.81
2,0.001785,1.70
4,0.001774,1.69
8,0.001775,1.69
16,0.001787,1.70
32,0.002177,2.08
64,0.009113,8.69
128,0.007920,7.55
256,0.008069,7.70
512,0.015232,14.53
1024,0.019026,18.15
2048,0.032775,31.26
4096,0.041436,39.52
8192,0.046228,44.09
16384,0.078102,74.49
32768,0.112986,107.76
65536,0.126754,120.89
131072,0.129888,123.88
262144,0.135572,129.30
524288,0.146132,139.37
1,0.002077,1.98
2,0.001886,1.80
4,0.001844,1.76
8,0.001770,1.69
16,0.001781,1.70
32,0.002128,2.03
64,0.011428,10.90
128,0.007365,7.02
256,0.013250,12.64
512,0.008740,8.34
1024,0.016180,15.43
2048,0.030890,29.46
4096,0.039874,38.03
8192,0.048376,46.14
16384,0.081611,77.84
32768,0.119893,114.35
65536,0.129425,123.44
131072,0.128860,122.90
262144,0.137405,131.05
524288,0.144182,137.51
1,0.001869,1.78
2,0.001768,1.69
4,0.001767,1.69
8,0.002417,2.31
16,0.001788,1.71
32,0.002217,2.11
64,0.008457,8.07
128,0.009979,9.52
256,0.013115,12.51
512,0.015358,14.65
1024,0.017736,16.92
2048,0.032168,30.68
4096,0.039170,37.36
8192,0.044540,42.48
16384,0.120145,114.59
32768,0.121404,115.79
65536,0.130187,124.16
131072,0.147933,141.09
262144,0.135826,129.54
524288,0.140535,134.03
1,0.001765,1.68
2,0.001766,1.68
4,0.001767,1.69
8,0.001775,1.69
16,0.001815,1.73
32,0.002445,2.33
64,0.011467,10.94
128,0.011702,11.16
256,0.013377,12.76
512,0.008910,8.50
1024,0.011375,10.85
2048,0.031926,30.45
4096,0.035622,33.97
8192,0.045664,43.55
16384,0.101525,96.83
32768,0.136154,129.86
65536,0.124421,118.67
131072,0.129179,123.20
262144,0.132827,126.68
524288,0.148012,141.17
1,0.001922,1.83
2,0.002204,2.10
4,0.001770,1.69
8,0.002094,2.00
16,0.001782,1.70
32,0.002132,2.03
64,0.008762,8.36
128,0.011667,11.13
256,0.011056,10.54
512,0.015306,14.60
1024,0.015716,14.99
2048,0.026902,25.66
4096,0.039090,37.28
8192,0.048725,46.47
16384,0.071931,68.60
32768,0.126580,120.72
65536,0.125396,119.60
131072,0.131660,125.57
262144,0.133481,127.31
524288,0.142929,136.32
1,0.001890,1.80
2,0.001767,1.69
4,0.001766,1.68
8,0.001787,1.70
16,0.001780,1.70
32,0.002453,2.34
64,0.011217,10.70
128,0.011781,11.24
256,0.007326,6.99
512,0.010474,9.99
1024,0.016911,16.13
2048,0.033034,31.51
4096,0.036552,34.86
8192,0.045076,42.99
16384,0.082462,78.65
32768,0.119969,114.42
65536,0.120657,115.08
131072,0.147171,140.36
262144,0.142840,136.23
524288,0.140903,134.39
1,0.002446,2.33
2,0.002443,2.33
4,0.002749,2.62
8,0.003292,3.14
16,0.003159,3.01
32,0.006290,6.00
64,0.017963,17.13
128,0.013343,12.73
256,0.016238,15.49
512,0.025895,24.70
1024,0.026301,25.08
2048,0.040207,38.35
4096,0.071575,68.26
8192,0.072683,69.32
16384,0.137963,131.58
32768,0.149983,143.05
65536,0.150726,143.75
131072,0.175212,167.11
262144,0.178503,170.25
524288,0.213497,203.62
1,0.002600,2.48
2,0.002597,2.48
4,0.002194,2.09
8,0.001764,1.68
16,0.002672,2.55
32,0.002127,2.03
64,0.018974,18.10
128,0.021927,20.91
256,0.034294,32.71
512,0.033477,31.93
1024,0.034685,33.08
2048,0.057359,54.71
4096,0.101578,96.88
8192,0.112172,106.98
16384,0.132998,126.85
32768,0.124390,118.64
65536,0.157210,149.94
131072,0.161556,154.08
262144,0.137024,130.69
524288,0.180665,172.31
1,0.002493,2.38
2,0.001771,1.69
4,0.001831,1.75
8,0.001825,1.74
16,0.001782,1.70
32,0.002164,2.06
64,0.009852,9.40
128,0.024595,23.46
256,0.018963,18.09
512,0.028752,27.42
1024,0.030556,29.14
2048,0.035057,33.44
4096,0.045957,43.83
8192,0.091029,86.82
16384,0.121363,115.75
32768,0.135852,129.57
65536,0.139138,132.70
131072,0.146301,139.53
262144,0.148950,142.06
524288,0.160418,153.00
1,0.001801,1.72
2,0.001767,1.69
4,0.002340,2.23
8,0.001785,1.70
16,0.002450,2.34
32,0.003367,3.21
64,0.016462,15.70
128,0.025621,24.44
256,0.020613,19.66
512,0.021701,20.70
1024,0.041821,39.89
2048,0.061550,58.70
4096,0.081518,77.75
8192,0.077535,73.95
16384,0.110925,105.79
32768,0.140566,134.06
65536,0.129372,123.39
131072,0.148919,142.03
262144,0.148788,141.91
524288,0.165162,157.52
1,0.002862,2.73
2,0.001762,1.68
4,0.001776,1.69
8,0.002070,1.97
16,0.002800,2.67
32,0.003597,3.43
64,0.016271,15.52
128,0.021016,20.04
256,0.017201,16.41
512,0.023476,22.39
1024,0.043007,41.02
2048,0.048074,45.85
4096,0.046488,44.34
8192,0.081623,77.85
16384,0.118363,112.89
32768,0.134747,128.51
65536,0.137921,131.54
131072,0.142775,136.17
262144,0.151518,144.51
524288,0.157991,150.68
1,0.002055,1.96
2,0.001759,1.68
4,0.001772,1.69
8,0.001786,1.70
16,0.002433,2.32
32,0.002410,2.30
64,0.007415,7.07
128,0.007486,7.14
256,0.007430,7.09
512,0.009318,8.89
1024,0.016038,15.30
2048,0.036760,35.06
4096,0.056520,53.91
8192,0.105668,100.78
16384,0.138043,131.66
32768,0.135877,129.59
65536,0.150859,143.88
131072,0.134029,127.83
262144,0.149528,142.61
524288,0.158068,150.76
1,0.001633,1.56
2,0.001690,1.61
4,0.001712,1.63
8,0.001774,1.69
16,0.001776,1.69
32,0.002167,2.07
64,0.008421,8.03
128,0.012741,12.15
256,0.010863,10.36
512,0.021638,20.64
1024,0.026110,24.90
2048,0.049652,47.36
4096,0.076054,72.54
8192,0.058711,56.00
16384,0.129529,123.54
32768,0.140539,134.04
65536,0.147386,140.57
131072,0.142022,135.45
262144,0.147371,140.55
524288,0.159581,152.20
1,0.002456,2.34
2,0.001767,1.69
4,0.001770,1.69
8,0.001773,1.69
16,0.002521,2.40
32,0.002595,2.47
64,0.014903,14.21
128,0.020471,19.52
256,0.024085,22.97
512,0.024185,23.07
1024,0.038384,36.61
2048,0.034539,32.94
4096,0.045730,43.61
8192,0.094084,89.73
16384,0.130517,124.48
32768,0.136124,129.83
65536,0.139295,132.85
131072,0.144525,137.84
262144,0.149990,143.05
524288,0.168850,161.04
1,0.002399,2.29
2,0.001760,1.68
4,0.002407,2.30
8,0.001847,1.76
16,0.002439,2.33
32,0.002620,2.50
64,0.009818,9.36
128,0.008279,7.90
256,0.015090,14.39
512,0.014140,13.49
1024,0.033798,32.23
2048,0.049772,47.47
4096,0.099006,94.43
8192,0.060076,57.30
16384,0.122037,116.39
32768,0.141115,134.59
65536,0.138991,132.56
131072,0.146958,140.16
262144,0.147964,141.12
524288,0.161535,154.06
1,0.002158,2.06
2,0.001855,1.77
4,0.001762,1.68
8,0.001782,1.70
16,0.002107,2.01
32,0.003723,3.55
64,0.011640,11.10
128,0.017536,16.72
256,0.022096,21.07
512,0.018871,18.00
1024,0.041894,39.96
2048,0.058404,55.70
4096,0.043295,41.29
8192,0.104701,99.86
16384,0.126489,120.64
32768,0.139586,133.13
65536,0.142724,136.12
131072,0.153658,146.55
262144,0.153349,146.26
524288,0.164150,156.56
1,0.002409,2.30
2,0.001766,1.68
4,0.001775,1.69
8,0.001814,1.73
16,0.002308,2.20
32,0.002433,2.32
64,0.009285,8.86
128,0.024689,23.55
256,0.017922,17.09
512,0.013206,12.60
1024,0.013972,13.33
2048,0.034632,33.03
4096,0.045188,43.10
8192,0.121991,116.35
16384,0.125450,119.65
32768,0.145977,139.22
65536,0.138261,131.87
131072,0.144404,137.72
262144,0.146974,140.18
524288,0.164764,157.14
1,0.002467,2.35
2,0.001768,1.69
4,0.001880,1.79
8,0.002049,1.95
16,0.002131,2.03
32,0.002272,2.17
64,0.007540,7.19
128,0.012345,11.77
256,0.018646,17.78
512,0.022120,21.10
1024,0.040118,38.26
2048,0.039571,37.74
4096,0.049957,47.65
8192,0.057905,55.23
16384,0.121306,115.69
32768,0.149263,142.36
65536,0.128135,122.21
131072,0.145211,138.49
262144,0.145341,138.62
524288,0.156132,148.91
1,0.002923,2.79
2,0.001762,1.68
4,0.001834,1.75
8,0.001806,1.72
16,0.001804,1.72
32,0.002493,2.38
64,0.015159,14.46
128,0.024675,23.53
256,0.025089,23.93
512,0.020511,19.56
1024,0.033176,31.64
2048,0.057912,55.23
4096,0.074485,71.04
8192,0.056912,54.28
16384,0.113278,108.04
32768,0.139258,132.82
65536,0.141889,135.33
131072,0.143883,137.23
262144,0.146787,140.00
524288,0.166930,159.21
1,0.001863,1.78
2,0.001839,1.75
4,0.001787,1.70
8,0.001924,1.84
16,0.001846,1.76
32,0.002833,2.70
64,0.017283,16.48
128,0.017974,17.14
256,0.024711,23.57
512,0.023228,22.15
1024,0.041364,39.45
2048,0.063454,60.52
4096,0.053158,50.70
8192,0.083045,79.20
16384,0.127965,122.05
32768,0.147072,140.27
65536,0.142411,135.82
131072,0.142292,135.71
262144,0.153674,146.57
524288,0.163842,156.26
1,0.001869,1.78
2,0.001864,1.78
4,0.001780,1.70
8,0.001781,1.70
16,0.001790,1.71
32,0.002545,2.43
64,0.012467,11.89
128,0.022538,21.50
256,0.019442,18.54
512,0.029734,28.36
1024,0.033909,32.34
2048,0.054818,52.28
4096,0.043799,41.77
8192,0.062356,59.47
16384,0.116421,111.04
32768,0.150237,143.29
65536,0.141171,134.64
131072,0.145545,138.81
262144,0.148840,141.96
524288,0.154654,147.50
1,0.001561,1.49
2,0.002081,1.98
4,0.001772,1.69
8,0.001786,1.70
16,0.001799,1.72
32,0.002615,2.49
64,0.010652,10.16
128,0.018440,17.59
256,0.018480,17.63
512,0.031417,29.96
1024,0.034266,32.68
2048,0.049095,46.82
4096,0.046949,44.78
8192,0.066837,63.75
16384,0.116658,111.26
32768,0.139957,133.48
65536,0.146269,139.50
131072,0.144130,137.46
262144,0.149302,142.40
524288,0.148353,141.49
1,0.002402,2.29
2,0.001509,1.44
4,0.001621,1.55
8,0.002444,2.33
16,0.002308,2.20
32,0.002534,2.42
64,0.012360,11.79
128,0.017288,16.49
256,0.017440,16.63
512,0.017025,16.24
1024,0.015121,14.42
2048,0.034191,32.61
4096,0.056130,53.53
8192,0.107617,102.64
16384,0.128585,122.64
32768,0.136766,130.44
65536,0.142416,135.83
131072,0.142114,135.54
262144,0.152509,145.45
524288,0.161956,154.46
1,0.001779,1.70
2,0.001770,1.69
4,0.001776,1.69
8,0.001773,1.69
16,0.002564,2.45
32,0.003178,3.03
64,0.010096,9.63
128,0.016017,15.28
256,0.014844,14.16
512,0.028506,27.19
1024,0.035719,34.07
2048,0.036246,34.57
4096,0.059809,57.04
8192,0.128137,122.21
16384,0.131207,125.14
32768,0.137352,131.00
65536,0.139915,133.44
131072,0.143684,137.04
262144,0.151156,144.16
524288,0.163399,155.84
1,0.001762,1.68
2,0.001765,1.68
4,0.001770,1.69
8,0.001775,1.69
16,0.001961,1.87
32,0.003316,3.16
64,0.017871,17.04
128,0.024691,23.55
256,0.014559,13.89
512,0.021173,20.19
1024,0.040607,38.73
2048,0.038988,37.18
4096,0.051342,48.97
8192,0.087777,83.72
16384,0.129784,123.78
32768,0.136268,129.96
65536,0.143650,137.01
131072,0.147182,140.37
262144,0.151349,144.35
524288,0.158420,151.09
1,0.001777,1.69
2,0.001769,1.69
4,0.001829,1.74
8,0.001769,1.69
16,0.001836,1.75
32,0.002110,2.01
64,0.010925,10.42
128,0.016127,15.38
256,0.021596,20.60
512,0.021921,20.91
1024,0.047936,45.72
2048,0.059085,56.35
4096,0.070143,66.90
8192,0.079760,76.07
16384,0.110519,105.41
32768,0.139908,133.44
65536,0.143160,136.54
131072,0.134821,128.58
262144,0.129206,123.23
524288,0.154353,147.21
1,0.002397,2.29
2,0.002033,1.94
4,0.001949,1.86
8,0.001826,1.74
16,0.002476,2.36
32,0.002253,2.15
64,0.010374,9.89
128,0.016917,16.13
256,0.022929,21.87
512,0.023540,22.45
1024,0.036350,34.67
2048,0.053702,51.22
4096,0.073375,69.98
8192,0.060339,57.55
16384,0.132596,126.46
32768,0.138376,131.98
65536,0.143582,136.94
131072,0.146036,139.28
262144,0.146806,140.02
524288,0.160223,152.81
1,0.001760,1.68
2,0.002263,2.16
4,0.001766,1.68
8,0.001772,1.69
16,0.002010,1.92
32,0.002595,2.47
64,0.019184,18.30
128,0.022557,21.51
256,0.023480,22.39
512,0.030823,29.40
1024,0.036182,34.51
2048,0.058512,55.81
4096,0.073222,69.84
8192,0.061545,58.70
16384,0.137581,131.22
32768,0.141530,134.98
65536,0.140559,134.06
131072,0.146691,139.91
262144,0.144511,137.83
524288,0.163201,155.65
1,0.002402,2.29
2,0.001778,1.70
4,0.001876,1.79
8,0.002429,2.32
16,0.002532,2.41
32,0.003273,3.12
64,0.019885,18.97
128,0.019779,18.86
256,0.021607,20.61
512,0.013680,13.05
1024,0.017439,16.63
2048,0.052570,50.14
4096,0.071161,67.87
8192,0.067303,64.19
16384,0.133521,127.34
32768,0.137369,131.01
65536,0.134692,128.46
131072,0.133479,127.30
262144,0.139705,133.24
524288,0.160150,152.74
1,0.002597,2.48
2,0.001772,1.69
4,0.001906,1.82
8,0.001766,1.68
16,0.001992,1.90
32,0.003387,3.23
64,0.018624,17.76
128,0.016328,15.57
256,0.021803,20.79
512,0.031657,30.19
1024,0.022221,21.19
2048,0.054782,52.25
4096,0.120070,114.52
8192,0.053202,50.74
16384,0.119761,114.22
32768,0.117593,112.15
65536,0.140967,134.45
131072,0.145630,138.89
262144,0.145016,138.31
524288,0.164226,156.63
1,0.002405,2.29
2,0.001770,1.69
4,0.001871,1.78
8,0.002130,2.03
16,0.002316,2.21
32,0.002861,2.73
64,0.017539,16.73
128,0.025410,24.23
256,0.024877,23.73
512,0.026970,25.72
1024,0.030459,29.05
2048,0.058373,55.67
4096,0.047949,45.73
8192,0.088614,84.52
16384,0.112164,106.98
32768,0.140193,133.71
65536,0.143519,136.88
131072,0.140763,134.25
262144,0.147005,140.21
524288,0.161761,154.28
